Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD34,OUT018,2352.845279917535
FDK51,OUT045,4037.14507873686
FDV31,OUT035,2933.400422422587
FDR04,OUT035,1608.7710145713258
FDR14,OUT049,904.6258699709038
DRC36,OUT010,467.9175120522052
FDE39,OUT019,297.4964555821932
FDP57,OUT049,1722.5402599512927
FDE57,OUT046,2252.6716705950857
NCN18,OUT046,1798.8822256110686
NCQ05,OUT018,2134.3067697302877
FDW47,OUT035,2011.1013949483036
FDV46,OUT035,2230.2261705865803
NCP29,OUT045,1036.2100994350053
FDE09,OUT018,1520.6375415955872
NCU06,OUT027,5975.534171108708
FDT19,OUT010,461.63204419601766
DRF15,OUT017,2440.6906050998696
DRI51,OUT013,2822.0733029251783
NCX54,OUT013,1687.7874895115915
DRE01,OUT013,3994.1307688446595
NCB07,OUT045,3160.9595871546526
FDU50,OUT035,1918.091323777855
FDG40,OUT035,736.4277340445599
FDW10,OUT018,2452.4679761088078
FDX51,OUT013,3229.6105342182664
NCP17,OUT045,1025.2031320302826
FDP21,OUT035,3206.921861270453
FDL04,OUT045,1671.7568736953517
FDV23,OUT013,1994.9846395256532
FDF24,OUT046,1300.1960971447515
FDH56,OUT027,3031.4744980164837
FDB51,OUT049,1016.9128345149313
FDI58,OUT027,2594.531795702465
FDR20,OUT013,753.6208159672358
FDC51,OUT018,1723.5640998399517
FDB16,OUT027,2321.1385774343717
FDE40,OUT049,999.3533786873811
NCM17,OUT035,758.0073250894834
FDU56,OUT035,3179.8327195862594
FDS32,OUT019,341.09036277363816
FDX02,OUT049,3785.845491100821
FDT39,OUT027,3928.769243535316
FDE35,OUT017,952.0139857855188
NCI42,OUT019,556.8858163128441
DRL23,OUT046,1688.4699445656975
FDA10,OUT046,1967.362223674789
FDA11,OUT013,1552.1573585592541
NCM06,OUT046,2483.2512142105566
NCT05,OUT035,4104.546085430862
NCQ02,OUT010,499.77162364829746
NCY06,OUT049,2164.0001801470767
FDY56,OUT035,3836.571208539891
FDL02,OUT035,1746.7721796428816
NCI06,OUT035,2986.0708095061
FDQ14,OUT045,2417.512483309613
FDQ12,OUT017,3890.6241938673293
FDP36,OUT046,789.6526040733586
FDK21,OUT027,6105.370941960279
FDO40,OUT045,2377.7315754764436
NCK54,OUT019,279.9285179877472
FDY09,OUT018,2592.6920639070386
NCW30,OUT049,3985.588834047414
NCC55,OUT027,1224.629999813881
FDE58,OUT018,1597.455271465735
FDR39,OUT013,3066.873914926233
FDU28,OUT049,3135.64674297795
FDH08,OUT017,3891.053264468277
FDG35,OUT045,2688.9827241092203
FDG22,OUT049,710.3894304001137
FDC34,OUT035,2626.2170668576373
FDP15,OUT018,3557.144066772176
FDK34,OUT010,667.7938245960588
FDU45,OUT035,1942.7845088631918
FDQ04,OUT027,1250.6058152586288
FDX22,OUT018,3090.674978998586
FDB45,OUT017,1595.4251894961562
NCH43,OUT027,5571.2039488893
DRE60,OUT046,3738.1813088216004
FDD17,OUT027,6078.275206016737
NCM54,OUT017,2114.924142702579
NCH55,OUT013,2103.932132902638
NCT06,OUT017,2707.017381682921
FDA48,OUT027,5711.973657063327
FDY58,OUT027,5959.337571862899
FDO25,OUT045,3499.0924229598068
FDN50,OUT045,1554.0780249702384
FDH35,OUT035,2732.0838487100305
FDK09,OUT045,3818.4142928974798
FDO16,OUT013,1297.8955475537841
FDW11,OUT045,1080.8273970866621
FDU47,OUT027,3575.957596065313
NCQ42,OUT010,298.01822783176726
FDK55,OUT027,2419.9282499882893
FDN08,OUT049,1916.4739458861063
FDT57,OUT045,3909.623274410894
FDJ12,OUT018,3048.4655575710844
DRL59,OUT017,854.9276357700096
NCN53,OUT046,697.6039494640679
FDO51,OUT010,33.61954572673767
FDK56,OUT017,3168.0885436986327
FDY12,OUT035,888.4130385868245
FDU15,OUT035,749.7113667304204
FDQ19,OUT046,4000.2292687636314
DRF15,OUT045,2430.6362379832235
DRE25,OUT019,218.64325043799113
FDK57,OUT018,1642.8359837200328
FDD33,OUT010,661.7544226445825
FDR34,OUT027,5992.819782536608
FDU04,OUT045,1967.2160219072925
FDE35,OUT019,138.08037071454078
NCD31,OUT035,2692.0973791232263
FDJ56,OUT035,1663.2022908161027
NCU53,OUT046,2688.3321280688574
FDD39,OUT035,3598.9608065161356
NCU17,OUT019,248.49067441080547
FDJ20,OUT046,1970.2826457832432
NCW41,OUT018,2267.9518423070335
FDL52,OUT035,747.4771519027208
FDS39,OUT035,2299.5122206592155
DRJ47,OUT045,2827.265213789833
FDP13,OUT010,23.45423958804122
DRK39,OUT010,177.62420925282026
FDF28,OUT010,317.47928498956594
FDB09,OUT045,2059.8129950474918
FDM51,OUT046,1637.7033347667982
DRM49,OUT018,643.146177064925
DRF23,OUT013,2872.5871429345493
DRH01,OUT035,2910.652903616715
FDH12,OUT027,2820.368110499024
FDA28,OUT019,314.3064733522201
FDW37,OUT018,1236.968307502098
FDF02,OUT046,1705.5164203237557
DRL37,OUT046,704.238325020372
NCF43,OUT046,2232.725620712154
FDH08,OUT010,666.1412871248451
FDR34,OUT019,633.4246279161439
NCK19,OUT049,3244.893502283884
NCD55,OUT018,584.1113455205173
FDT27,OUT049,3936.7767780776985
FDQ57,OUT045,2352.9480041962697
FDA47,OUT035,2710.587332091884
DRG15,OUT027,1820.4108953587743
FDE05,OUT018,2061.197518132373
FDN46,OUT046,1638.3431389869202
FDX27,OUT027,2547.8982860804217
FDT51,OUT045,1773.0978437212439
FDU33,OUT013,739.7712874083602
FDJ16,OUT027,1686.5989308084645
FDD20,OUT019,302.13844794491433
FDT36,OUT049,707.1203118913947
DRF15,OUT027,3900.4133857576153
FDN52,OUT010,201.82625624709408
FDC22,OUT027,5137.085022112449
FDX15,OUT045,2624.7956811769136
FDT13,OUT013,3149.1824082596445
FDU04,OUT017,2007.2196021704383
FDU31,OUT019,590.555481293444
FDW59,OUT027,2297.350715810411
NCO29,OUT046,2694.7893941931934
FDL15,OUT035,2497.1993021129665
FDI41,OUT049,2355.016137651614
FDQ48,OUT049,1628.6037898790814
DRI39,OUT013,885.7855310373304
FDI08,OUT013,4052.5302984115824
FDC21,OUT049,1782.302172961148
FDF58,OUT035,1052.2895301769859
FDS08,OUT010,475.31774192119497
FDE47,OUT045,1985.1425724062783
NCP18,OUT019,360.3010510225199
NCR41,OUT013,1564.270397186816
FDA27,OUT013,4047.992161356585
FDA43,OUT035,3276.047693798908
FDA49,OUT045,1345.07557147344
NCE55,OUT018,2611.1731034970826
DRM49,OUT027,1351.4858060543497
FDF22,OUT027,5540.1860424676925
FDQ15,OUT018,1078.2919817563406
NCS54,OUT017,2885.3619488703375
NCY05,OUT013,687.3151290540966
FDR45,OUT046,3935.539899984973
FDK57,OUT049,1995.198731035762
FDF41,OUT010,704.2584565399038
FDV21,OUT046,2073.561820754982
FDD51,OUT046,755.769032865838
FDF33,OUT046,1799.2055791450093
FDA38,OUT046,3971.752078567757
FDR56,OUT045,3235.7969464382777
NCN41,OUT017,1986.666789763788
FDC60,OUT027,2391.563796779009
FDB47,OUT045,3454.3717443414084
DRH01,OUT013,2875.0902256399722
FDW08,OUT046,1708.1432432329245
FDF38,OUT027,1259.1201745750218
FDY32,OUT017,2667.5616393836744
FDG34,OUT049,1775.3659107201509
FDG47,OUT019,682.5192542499649
NCF18,OUT035,3172.854014641446
FDL39,OUT019,486.4313384751513
NCH55,OUT035,2113.137588605013
DRJ35,OUT049,995.0082994075037
FDS44,OUT035,4037.7201017906186
DRE01,OUT018,3477.07554777114
FDY39,OUT013,3108.8729080254125
FDY32,OUT018,2355.2547927481965
FDR33,OUT027,2925.5383522340107
NCP50,OUT049,1294.5099049133923
FDZ47,OUT018,1364.0568729227273
FDU57,OUT049,2472.0952715166704
FDY44,OUT013,3236.755882380272
DRH59,OUT018,999.2809948013607
FDB03,OUT027,6105.7104776392625
FDY46,OUT045,3079.521926994548
FDM39,OUT045,2912.503366877529
FDY36,OUT035,1236.2335800623114
NCM55,OUT035,3148.4233653623132
FDJ50,OUT010,79.48101624902802
DRL60,OUT013,2432.9276486520594
NCJ54,OUT049,3870.1849600541555
FDX59,OUT017,711.568014546028
FDI07,OUT013,3393.245410538606
DRF51,OUT010,17.518240339474232
FDM14,OUT017,1777.5277030061345
FDP21,OUT045,3138.0515473102405
FDE40,OUT035,1117.6062013751564
FDE05,OUT035,2431.45800551918
FDM13,OUT027,3516.5206185952893
FDC34,OUT027,4111.406568399324
NCI55,OUT018,1690.688687753584
NCE43,OUT018,2507.87984618479
FDW58,OUT018,1423.419833956299
FDG60,OUT045,3895.6752986718802
FDV31,OUT017,2903.3118242833275
FDR47,OUT013,3216.142502755535
FDM60,OUT019,37.3747457362083
NCF06,OUT018,3451.1589903175145
NCN26,OUT027,3041.2292997139334
FDQ59,OUT049,1398.6866770912857
FDF09,OUT046,699.1249941348681
NCS06,OUT017,3965.225366900845
FDT44,OUT046,1926.0598618134559
FDI19,OUT017,4012.945371450239
FDT22,OUT017,985.0392560131434
NCF54,OUT027,4540.329824493691
DRG25,OUT045,3118.36346964841
FDB59,OUT017,3269.279614879193
FDQ37,OUT017,3194.7542160885714
FDP56,OUT035,818.780190010641
FDW44,OUT035,2919.4989676224336
FDJ26,OUT010,605.5566137967321
FDU43,OUT018,3432.748611298323
FDW33,OUT045,1681.3102119458338
NCX53,OUT027,3648.346403254419
FDN56,OUT010,362.1553691365398
DRF15,OUT049,2436.860631157479
FDO33,OUT017,1881.8190308030162
FDZ39,OUT010,244.53948291148663
NCJ19,OUT017,889.6181708790075
FDU01,OUT035,3160.262424880588
FDT12,OUT035,3837.503102837797
NCM18,OUT018,845.2017581286118
FDP19,OUT017,2150.765591570275
NCR42,OUT049,699.1068717488383
FDN10,OUT046,1922.6228026486317
FDG44,OUT017,894.889160912431
FDQ10,OUT046,2856.6692273770614
DRH13,OUT049,1713.5089398339767
FDT52,OUT013,4035.3930696917814
FDM56,OUT045,1783.8362911518925
NCO43,OUT010,236.07652528521794
NCV29,OUT035,2968.3841703644175
NCF06,OUT013,4033.1715254278515
FDO50,OUT035,1549.7346898120416
FDT59,OUT013,3895.160140582636
FDX40,OUT027,1245.1143820848529
FDE50,OUT017,3152.2173886615665
FDX51,OUT017,3320.0606783431026
NCD30,OUT018,1350.9935964672334
FDK15,OUT013,1628.4858629682717
FDL12,OUT045,982.6693922709419
FDK46,OUT017,4026.362450941603
DRH49,OUT010,167.53881243374326
FDQ57,OUT046,2370.4081492427995
FDY59,OUT017,1540.9840616947904
FDO09,OUT018,3512.93911581045
NCG30,OUT035,2109.934447991961
FDM09,OUT017,2784.6087984481073
NCN17,OUT027,2707.781148567918
NCS42,OUT013,1445.872048461999
FDD02,OUT019,284.3372487720437
FDE34,OUT013,3072.8856080678497
FDU38,OUT045,3193.1778846702437
FDB33,OUT046,2584.7492804731905
NCJ29,OUT017,1406.3806794025481
FDZ27,OUT035,820.053502485867
FDI40,OUT013,1611.0667597870302
FDG22,OUT013,693.7470767254915
FDT51,OUT017,1834.2452759618404
FDF20,OUT018,2968.843437072232
FDV50,OUT035,2041.4193912749197
FDT02,OUT049,710.4830310454583
DRC49,OUT017,2318.834707792724
FDF26,OUT049,2477.5710035521756
FDV52,OUT035,1944.098375554731
FDX59,OUT049,708.5809002573326
FDV25,OUT035,3805.2227449254497
FDW23,OUT027,1245.2257412996687
FDE53,OUT018,1488.8416339968758
FDA19,OUT017,2191.9171477104805
FDH22,OUT046,2093.838360654413
NCO41,OUT013,1570.6138868201333
FDX12,OUT017,4021.497654344046
FDF17,OUT013,3284.3547045971895
FDS11,OUT045,3723.555827763472
FDR51,OUT035,2487.757094271776
FDT49,OUT010,246.8936489857299
FDC56,OUT013,1975.286829811052
FDR13,OUT027,3072.258490689652
FDQ60,OUT035,2031.7175250852954
FDN38,OUT049,4060.289516813352
NCL29,OUT013,2573.6005413711696
FDO13,OUT027,4311.908129103083
FDE26,OUT018,2014.610696560272
FDA31,OUT010,454.36917203551343
FDX14,OUT035,1259.9912691585482
FDA34,OUT045,2862.436143825232
FDF26,OUT013,2474.614706487271
FDE38,OUT045,2721.078113776824
DRI11,OUT046,1852.2458166581187
FDQ60,OUT027,3104.2771457144895
FDL21,OUT027,1248.6470963229929
DRC12,OUT027,5120.0973336627285
FDC47,OUT046,3827.97153571759
FDE57,OUT045,2209.260128927243
FDT14,OUT045,1972.6321573603686
NCZ53,OUT046,3152.924090728996
FDE28,OUT018,3411.173340689673
FDR19,OUT035,2368.2164809342057
NCF54,OUT019,439.91890121878373
FDZ08,OUT046,1296.9234872853413
NCJ05,OUT018,2163.9228969944
FDF59,OUT046,2121.7702390537183
NCO05,OUT035,1673.6301605528993
FDW24,OUT018,677.3987031430877
NCX42,OUT018,2424.3358857324033
NCA53,OUT035,821.9518574110145
FDI45,OUT019,450.2728881455255
FDG46,OUT046,1858.4086247625846
FDM20,OUT010,696.8454936745741
FDW11,OUT010,127.24994954662816
FDX08,OUT035,3071.4543469108166
NCK17,OUT035,736.9410199501824
FDK32,OUT018,2162.439831031895
NCA42,OUT035,2652.3939493899575
DRI01,OUT035,2881.2113769587886
NCL55,OUT049,4057.9826869199233
DRE25,OUT018,1327.7317021200097
FDD14,OUT017,3065.255458343566
FDB10,OUT046,3892.7179450825024
DRN11,OUT035,2373.4482945769273
FDP38,OUT018,694.9116598305927
NCA30,OUT017,3125.9061815461314
FDT15,OUT017,3155.8786394246763
NCP55,OUT018,782.0515256706421
FDF12,OUT035,2456.8183334910677
FDM21,OUT018,3461.3192079345317
FDX56,OUT035,3511.98229960089
FDF10,OUT017,2372.9530687819342
FDT32,OUT045,3125.9212472983245
FDM51,OUT018,1426.5302493721883
NCR50,OUT018,2155.760969054209
FDI19,OUT049,4015.1012621825403
FDX21,OUT017,1744.9099244046124
FDR31,OUT035,2407.1139162108184
FDY02,OUT013,4148.7784995760085
NCA29,OUT045,2807.1817362668603
NCX17,OUT046,3670.143404268777
FDM12,OUT045,3168.810300878159
FDI53,OUT027,4229.262305424976
NCU30,OUT049,2699.894322210691
FDC56,OUT027,3193.1801915882515
FDK27,OUT018,1715.6441068603867
NCK18,OUT017,2746.8933101074754
FDB52,OUT019,717.2074969430184
DRG25,OUT027,5021.480674930099
FDZ13,OUT049,843.5101657145278
FDB57,OUT019,633.4441514072917
FDR40,OUT046,1315.791349100769
NCO14,OUT019,51.25562432820334
NCN19,OUT045,3142.3745192611377
FDQ28,OUT019,379.1349698059512
FDO13,OUT018,2401.728487986427
FDK48,OUT013,1216.465464226079
FDU07,OUT018,2154.4764560293434
FDW20,OUT046,1977.9655146883063
FDV12,OUT010,234.35225981730719
FDH24,OUT013,2574.9227536849344
FDV59,OUT049,3570.1393572724046
FDK57,OUT045,1931.8775643559559
FDL16,OUT027,1342.6631674088958
NCQ17,OUT046,2516.5804956488173
FDJ15,OUT018,2776.2594421169674
FDX24,OUT049,1538.6302719776809
FDT47,OUT046,1575.635728383737
FDT10,OUT049,1009.6406584887575
FDZ37,OUT018,1210.808876741999
FDW43,OUT027,6038.724445401198
DRN36,OUT017,1567.4972844358379
FDJ14,OUT045,1278.2586154155483
FDA32,OUT013,3600.0218700019695
FDJ38,OUT019,512.5287798299701
FDQ57,OUT017,2383.1293626230727
NCQ41,OUT019,511.3314223578054
FDG56,OUT049,1000.0729661729354
DRC13,OUT027,3264.964107498562
FDV55,OUT035,2358.042422966143
FDQ49,OUT045,2551.64913435389
FDE29,OUT010,116.22746636892452
FDR03,OUT013,3453.7206275596386
FDD45,OUT049,1539.193874200449
FDN38,OUT010,727.9947540884866
FDT56,OUT046,952.9765725332031
FDT48,OUT045,3371.4444208037644
FDU03,OUT049,3057.9941251381515
FDC56,OUT010,282.1781916527989
NCO43,OUT027,2645.9075362453054
FDQ27,OUT017,1702.795599333396
FDR03,OUT046,3433.30514131709
DRH23,OUT010,87.38843377573312
FDG22,OUT045,685.0320252444742
NCJ42,OUT013,1674.9053623125883
FDR24,OUT046,1479.3626921051527
FDW60,OUT035,2950.6717008124415
FDJ08,OUT013,3171.139316319331
DRL59,OUT018,714.257805879459
FDG60,OUT010,647.2302742713196
FDW27,OUT017,2557.587559767824
FDX14,OUT018,1031.6619215672708
FDC20,OUT013,903.7787085211723
NCS29,OUT018,3533.0747184472702
FDJ56,OUT046,1633.7682507391391
FDB20,OUT019,178.73803468681376
FDL28,OUT027,6001.4534558455525
FDW01,OUT018,2154.504437441318
FDL03,OUT046,3277.259124318138
FDX22,OUT049,3503.2522568234226
FDJ21,OUT035,2371.6082232169665
FDR31,OUT045,2385.7873237531076
FDG21,OUT035,2540.962915376421
FDS22,OUT027,1262.8721249614196
FDK08,OUT035,1665.2787407410788
FDE17,OUT018,2145.9561919406888
NCN30,OUT017,1564.5177538215703
FDT50,OUT046,1593.0003720417253
NCX42,OUT049,2684.818634239645
FDJ12,OUT035,3515.432833194316
NCA18,OUT027,3041.5114623044756
FDP23,OUT019,581.082490106869
FDX12,OUT013,4007.5572602643924
FDN40,OUT018,2157.2274327003224
FDV48,OUT035,1294.1423834522668
NCY54,OUT013,2836.8710923625167
FDL16,OUT010,49.59515598452754
FDR45,OUT018,3432.930593299153
FDJ52,OUT046,2656.5352378859675
DRG01,OUT017,1235.3349218824596
FDP52,OUT013,3881.1035341866104
FDU58,OUT017,3163.4619500795275
FDL02,OUT045,1684.3644325980708
FDG28,OUT013,4032.9875173239147
FDA19,OUT035,2184.552561223291
FDW46,OUT027,2000.2685366253975
NCD43,OUT049,1705.4718038678316
DRG39,OUT013,818.0009942287327
NCF55,OUT049,702.0498384740483
FDJ07,OUT046,1926.9290776474095
FDE08,OUT046,2417.78201674946
FDP56,OUT019,84.57775451637917
FDT45,OUT045,841.5997757395178
FDF17,OUT018,2869.6788858995246
FDX44,OUT046,1425.2132221199063
FDM28,OUT027,4875.64750675321
FDI36,OUT049,3329.80619787028
FDS07,OUT045,1864.9110136804195
FDD36,OUT045,1909.0440890278314
FDW11,OUT046,985.749379146102
FDN40,OUT049,2491.8493844252844
NCQ18,OUT049,1586.101523301174
NCQ54,OUT017,2742.838852181828
NCS42,OUT045,1466.1713530792163
DRH39,OUT010,143.4961154242103
FDC09,OUT027,2803.303435295872
FDT08,OUT010,371.25558473877413
FDC08,OUT035,3807.808224535668
FDT20,OUT017,712.9981387467487
FDS35,OUT035,1141.782211371422
FDX58,OUT018,2725.6013033363097
FDW58,OUT046,1666.5904715401066
DRD27,OUT046,1582.2317074672483
FDH32,OUT019,230.8567128885095
FDS26,OUT035,4110.966685939331
FDQ31,OUT046,1414.65364865055
FDP11,OUT018,3187.260736917554
FDD58,OUT017,1620.2392435241138
FDM33,OUT045,3546.1894697674434
FDZ16,OUT049,3268.207806641277
NCS29,OUT010,711.1827996331631
NCM18,OUT019,125.68391910567652
FDP11,OUT049,3651.776593193625
NCC42,OUT017,2253.976235533043
DRM23,OUT046,2851.036502547628
NCN55,OUT027,6011.580979695358
FDK46,OUT013,4060.664168871799
FDR01,OUT046,3357.421859780209
NCA05,OUT045,2357.165831443191
NCP43,OUT017,2950.3024955983774
FDR12,OUT010,454.38479605889665
FDQ01,OUT013,4018.467453305452
FDM13,OUT046,2177.770760376393
FDQ19,OUT017,4033.223953080293
FDK56,OUT019,493.40248616644135
NCX06,OUT010,498.8519907976431
FDO56,OUT027,3117.7743863537817
FDU45,OUT045,1823.725103390589
FDI16,OUT019,109.38289177546812
FDL32,OUT046,1863.9788901800912
FDA07,OUT046,2032.7725378604505
FDA14,OUT045,2364.8585932151937
FDV46,OUT027,3565.7006950158257
NCO07,OUT035,3563.028312358083
NCP41,OUT046,1717.8717322014345
FDY60,OUT018,1977.8366412720782
FDN38,OUT017,4086.8762759250967
FDO15,OUT046,1198.4409799136101
FDT60,OUT013,1991.4189993047075
FDA55,OUT035,3834.5498238816363
FDE02,OUT010,218.17424068786204
DRJ39,OUT049,3658.7490083784587
FDV34,OUT035,1235.4721253377852
FDS20,OUT027,4983.3459216904885
FDF02,OUT027,2780.1679495379467
FDW40,OUT017,2312.7158887105993
NCB43,OUT046,3078.0237056884525
FDR58,OUT017,1512.5605173667655
DRJ59,OUT035,740.2178513726356
NCD30,OUT017,1595.7021438281267
FDE14,OUT017,1611.6854210244903
FDC28,OUT018,1487.2173145259824
FDU16,OUT018,1130.2242502087222
NCD19,OUT035,937.2091702926566
FDU21,OUT046,700.7150601633334
FDV59,OUT027,5558.455334741669
FDU03,OUT045,3044.007649702751
FDC33,OUT010,570.4005635404003
NCR42,OUT035,725.9600951637881
DRH59,OUT035,1249.4859788093606
NCM31,OUT035,2308.948979251904
FDS50,OUT035,3802.456772716414
FDP39,OUT046,842.6319116581731
FDQ55,OUT013,1900.1633254713302
FDV36,OUT019,305.8795971333427
FDI05,OUT027,2096.3165483205735
FDS45,OUT027,2834.797380810589
FDA39,OUT045,683.0579124571032
FDC37,OUT010,253.86000259563275
FDJ60,OUT027,4378.652950418085
DRQ35,OUT046,1983.9816263167145
NCJ06,OUT046,1924.2538088101448
NCY42,OUT018,2013.8646385890142
DRM37,OUT049,3255.7714465769614
FDR14,OUT045,806.2631538626661
FDE51,OUT049,768.1947574693963
FDT33,OUT017,2761.4703910569688
FDR08,OUT013,1811.2275172130876
FDE36,OUT010,416.96877744578364
FDL22,OUT019,213.9591026885746
FDR44,OUT013,2176.7993045037792
FDI56,OUT019,214.14738809207256
FDE47,OUT010,314.0111397816927
FDV27,OUT010,213.37895694493773
FDV10,OUT049,714.9162713619073
FDC40,OUT045,1249.1858950425267
NCX41,OUT013,3490.179766924126
NCQ38,OUT027,2776.138386898073
FDV12,OUT027,2694.9651015103054
FDE52,OUT017,1449.615711728019
FDG20,OUT027,4674.904188445578
FDV16,OUT027,1253.989352486687
FDI32,OUT017,1883.4081466297748
FDJ32,OUT049,1015.2806540874706
FDN39,OUT018,2503.5182007880785
FDY34,OUT017,2788.1374908583093
FDC14,OUT035,752.2809236621172
FDA55,OUT017,3802.1889617719207
FDZ50,OUT010,508.1906089623694
DRG13,OUT049,2712.3688016724414
FDP01,OUT013,2436.7701846162918
NCG54,OUT017,2871.883166324219
FDM13,OUT045,2158.4371334918665
NCO18,OUT027,4747.8899750850915
NCW41,OUT013,2532.798613333102
FDM52,OUT027,3828.5343745293058
NCF55,OUT035,728.7105249356434
FDT09,OUT046,2188.2429132607226
NCM19,OUT035,1842.2470880574597
FDW12,OUT018,2080.1196388163394
FDP15,OUT019,708.2961818176664
FDK36,OUT045,755.7245902088607
FDZ25,OUT035,2921.872537723874
NCW06,OUT049,3222.9862353130115
FDW60,OUT046,2962.273659021287
DRC49,OUT013,2328.9285880747584
NCT17,OUT035,3206.137733051595
NCN06,OUT018,2394.2699333516266
FDC45,OUT013,2845.7910006991233
DRJ47,OUT019,437.87047716431016
NCF06,OUT045,3931.6579279444386
FDE21,OUT010,280.8939894496423
DRG27,OUT013,696.6869902221915
FDW40,OUT049,2283.0865735628463
NCO53,OUT046,3099.2188434179197
FDE23,OUT049,771.9911684399972
FDQ16,OUT046,1731.117762353299
FDS26,OUT045,4011.5188310351186
FDZ13,OUT010,65.9826472114878
FDS14,OUT049,2564.289771694218
FDC10,OUT045,1910.3686156418012
FDY16,OUT049,3114.4347411863537
FDJ20,OUT035,2095.0941207292185
FDV43,OUT035,747.5991500675777
FDZ32,OUT027,2831.175627318433
FDR23,OUT046,2876.287674236588
FDN24,OUT035,880.974841105831
FDE34,OUT027,4960.674254838568
FDU31,OUT013,3609.2605895076877
FDW33,OUT018,1479.7812184145364
FDU26,OUT046,1907.6281746645
FDE20,OUT027,4522.482466782312
NCW05,OUT035,1738.5218403028628
FDB22,OUT018,2151.3042323704276
FDO56,OUT046,1906.8837841344127
FDA19,OUT027,3471.6285850088602
DRI39,OUT045,883.9963707830632
FDH52,OUT018,831.2638890170401
FDZ50,OUT035,3161.848167144186
NCN42,OUT035,2394.5539122516293
FDB53,OUT013,2410.995288934454
DRG11,OUT017,1755.7031931559982
DRK11,OUT027,3841.033726158011
FDQ60,OUT017,2017.9244546293987
FDT36,OUT017,708.0688642372263
DRG25,OUT018,2765.746574893238
DRJ23,OUT046,3137.207274930484
FDG05,OUT035,2673.471880144383
NCK06,OUT018,1700.4780804273285
FDU52,OUT017,2519.3558157785305
FDW07,OUT018,1209.4760268832092
NCM17,OUT045,724.7171558951557
FDA22,OUT045,2747.5388710313496
NCA41,OUT018,2854.723989845013
FDF38,OUT035,754.7138604581105
FDH52,OUT046,1015.8956729848217
FDY58,OUT019,610.4720147626679
FDZ16,OUT045,3234.078723773184
NCM18,OUT017,1003.1498599951328
FDA22,OUT018,2436.4672775910926
NCJ43,OUT035,2925.148135680546
FDI34,OUT027,6008.339488125168
FDG56,OUT046,1005.1302239179302
FDS34,OUT046,1873.043524775895
DRC01,OUT035,861.1316038681089
FDQ04,OUT035,742.3572784096032
FDK04,OUT035,981.4140550108243
FDT51,OUT049,1780.608598859657
FDV26,OUT017,3252.957690619014
FDS04,OUT049,2270.3179405777046
FDW43,OUT018,3365.10707372488
FDQ28,OUT010,383.23169591575856
NCK06,OUT017,1984.3848820244414
FDS23,OUT018,1900.1987157694223
FDZ36,OUT019,510.07990396659216
FDE56,OUT018,852.9662781576897
FDW10,OUT027,4606.850353367866
NCN14,OUT045,3074.0629685789977
NCQ18,OUT045,1551.5557502598417
FDW08,OUT017,1745.9618421866007
FDU43,OUT035,3983.475830026111
FDR33,OUT010,250.06231284688693
FDM24,OUT010,375.3402428899137
NCZ05,OUT046,1691.375014181127
NCV41,OUT035,1872.7991573879249
FDV11,OUT018,2572.661077016304
NCY05,OUT035,733.6706757038312
FDV44,OUT018,2812.120535805112
FDW32,OUT049,1353.8911752781435
NCU18,OUT027,3645.1185126965656
NCC43,OUT035,4015.232295367273
FDW19,OUT013,1805.2576422736224
FDN31,OUT035,3261.875167909206
FDI48,OUT045,812.8183632134521
FDS24,OUT017,1372.2856145041565
FDF46,OUT049,1894.3588236853375
DRG23,OUT017,2459.105511580462
FDG14,OUT018,2154.3719541351556
NCY30,OUT049,2993.5651310044664
FDO28,OUT018,1706.2370912955575
DRD24,OUT035,2304.4352052545187
FDI33,OUT049,1485.295188745441
FDN32,OUT046,3121.4938523711735
FDR16,OUT045,3520.1881332864723
FDF26,OUT046,2490.0800566174034
NCN29,OUT018,669.9511439261951
FDE20,OUT045,2763.3366076949287
FDA46,OUT046,3201.4887048075166
FDU28,OUT045,3112.7002069808277
FDQ48,OUT045,1605.495726113208
FDV36,OUT013,2092.877087367828
FDR14,OUT018,716.4092752884867
FDP23,OUT017,3568.746209231344
FDP56,OUT013,819.2937030533437
FDK48,OUT010,159.35152962164875
FDR48,OUT046,2449.758786093179
NCY29,OUT049,941.0847609967934
FDM22,OUT018,739.3564199217269
DRJ01,OUT013,2636.4290957733565
FDZ43,OUT045,3985.7883647265135
FDV03,OUT035,2527.584740931215
FDX11,OUT027,4921.319640328537
NCA41,OUT027,5136.581442563341
FDE38,OUT017,2777.6378315538236
FDI27,OUT018,634.6877163667132
FDN32,OUT013,3106.2387805476765
NCN43,OUT017,2000.6582194993855
FDB47,OUT027,5427.959162369703
FDV03,OUT017,2549.811947634023
NCN30,OUT045,1557.0241545947736
NCV54,OUT010,286.2030887472806
FDV07,OUT013,1754.173222727205
FDP07,OUT049,3343.5687028079255
FDK48,OUT018,985.1322211599243
FDM15,OUT019,370.31836988952364
FDY19,OUT027,3107.4267189637344
FDK46,OUT046,3990.8747939761324
FDY11,OUT045,1159.0323790499033
FDH09,OUT046,871.8173018772409
FDO08,OUT027,4358.713823549699
FDU14,OUT013,4086.546886302259
FDD22,OUT027,2991.366975476334
FDM27,OUT017,2599.2852105754073
FDL02,OUT027,2836.7969572806346
NCA17,OUT035,2384.287368100114
FDE38,OUT019,411.84125457388086
